version,alertid,impact,Alert version,date,time,sessionduration,ident,name,spoofed,category,address,Address category,Address address,Service name,sport,dport
0.1,17,unknown,1,03/07/2000,10:34:36,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.10,udp,60519,32774
0.1,18,unknown,1,03/07/2000,10:34:38,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.10,udp,60522,111
0.1,19,unknown,1,03/07/2000,10:34:38,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.10,udp,60524,32774
0.1,20,unknown,1,03/07/2000,10:34:40,00:00:08,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.10,tcp,46986,23
0.1,21,unknown,1,03/07/2000,10:34:44,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.10,udp,60540,111
0.1,22,unknown,1,03/07/2000,10:34:44,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.10,udp,60542,32774
0.1,23,unknown,1,03/07/2000,10:34:46,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.10,udp,60547,111
0.1,24,unknown,1,03/07/2000,10:34:46,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.10,udp,60549,32774
0.1,25,unknown,1,03/07/2000,10:34:48,00:00:05,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.10,tcp,46987,23
0.1,26,unknown,1,03/07/2000,10:34:48,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,udp,60567,111
0.1,27,unknown,1,03/07/2000,10:34:48,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,udp,60569,32773
0.1,28,unknown,1,03/07/2000,10:34:51,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,udp,60576,111
0.1,29,unknown,1,03/07/2000,10:34:51,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,udp,60578,32773
0.1,30,unknown,1,03/07/2000,10:34:53,00:00:08,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,tcp,46988,23
0.1,31,unknown,1,03/07/2000,10:34:57,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,udp,60603,111
0.1,32,unknown,1,03/07/2000,10:34:57,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,udp,60605,32773
0.1,33,unknown,1,03/07/2000,10:34:59,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,udp,60617,111
0.1,34,unknown,1,03/07/2000,10:34:59,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,udp,60619,32773
0.1,35,unknown,1,03/07/2000,10:35:01,00:00:00,tcpdump_inside,tcpdump_inside,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.112.50,tcp,47014,23
