version,alertid,impact,Alert version,date,time,sessionduration,ident,name,spoofed,category,address,Address category,Address address,Service name
0.1,18,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.17,icmp-echo-request
0.1,19,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.18,icmp-echo-request
0.1,20,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.19,icmp-echo-request
0.1,21,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.20,icmp-echo-request
0.1,22,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,172.16.115.20,ipv4-addr,202.77.162.213,icmp-echo-reply
0.1,23,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.21,icmp-echo-request
0.1,24,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.22,icmp-echo-request
0.1,25,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.23,icmp-echo-request
0.1,26,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.24,icmp-echo-request
0.1,27,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.25,icmp-echo-request
0.1,28,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.26,icmp-echo-request
0.1,29,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.27,icmp-echo-request
0.1,30,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.28,icmp-echo-request
0.1,31,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.29,icmp-echo-request
0.1,32,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.30,icmp-echo-request
0.1,33,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.31,icmp-echo-request
0.1,34,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.32,icmp-echo-request
0.1,35,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.33,icmp-echo-request
0.1,36,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.34,icmp-echo-request
0.1,37,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.35,icmp-echo-request
0.1,38,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.36,icmp-echo-request
0.1,39,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.37,icmp-echo-request
0.1,40,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.38,icmp-echo-request
0.1,41,unknown,1,03/07/2000,09:51:36,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.39,icmp-echo-request
0.1,42,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.40,icmp-echo-request
0.1,43,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.41,icmp-echo-request
0.1,44,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.42,icmp-echo-request
0.1,45,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.43,icmp-echo-request
0.1,46,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.44,icmp-echo-request
0.1,47,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.45,icmp-echo-request
0.1,48,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.46,icmp-echo-request
0.1,49,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.47,icmp-echo-request
0.1,50,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.48,icmp-echo-request
0.1,51,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.49,icmp-echo-request
0.1,52,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.50,icmp-echo-request
0.1,53,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.51,icmp-echo-request
0.1,54,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.52,icmp-echo-request
0.1,55,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.53,icmp-echo-request
0.1,56,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.54,icmp-echo-request
0.1,57,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.55,icmp-echo-request
0.1,58,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.56,icmp-echo-request
0.1,59,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.57,icmp-echo-request
0.1,60,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.58,icmp-echo-request
0.1,61,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.59,icmp-echo-request
0.1,62,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.60,icmp-echo-request
0.1,63,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.61,icmp-echo-request
0.1,64,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.62,icmp-echo-request
0.1,65,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.63,icmp-echo-request
0.1,66,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.64,icmp-echo-request
0.1,67,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.65,icmp-echo-request
0.1,68,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.66,icmp-echo-request
0.1,69,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.67,icmp-echo-request
0.1,70,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.68,icmp-echo-request
0.1,71,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.69,icmp-echo-request
0.1,72,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.70,icmp-echo-request
0.1,73,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.71,icmp-echo-request
0.1,74,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.72,icmp-echo-request
0.1,75,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.73,icmp-echo-request
0.1,76,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.74,icmp-echo-request
0.1,77,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.75,icmp-echo-request
0.1,78,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.76,icmp-echo-request
0.1,79,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.77,icmp-echo-request
0.1,80,unknown,1,03/07/2000,09:51:37,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.78,icmp-echo-request
0.1,81,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.79,icmp-echo-request
0.1,82,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.80,icmp-echo-request
0.1,83,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.81,icmp-echo-request
0.1,84,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.82,icmp-echo-request
0.1,85,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.83,icmp-echo-request
0.1,86,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.84,icmp-echo-request
0.1,87,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.85,icmp-echo-request
0.1,88,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.86,icmp-echo-request
0.1,89,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.87,icmp-echo-request
0.1,90,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,172.16.115.87,ipv4-addr,202.77.162.213,icmp-echo-reply
0.1,91,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.88,icmp-echo-request
0.1,92,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.89,icmp-echo-request
0.1,93,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.90,icmp-echo-request
0.1,94,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.91,icmp-echo-request
0.1,95,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.92,icmp-echo-request
0.1,96,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.93,icmp-echo-request
0.1,97,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.94,icmp-echo-request
0.1,98,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.95,icmp-echo-request
0.1,99,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.96,icmp-echo-request
0.1,100,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.97,icmp-echo-request
0.1,101,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.98,icmp-echo-request
0.1,102,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.99,icmp-echo-request
0.1,103,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.100,icmp-echo-request
0.1,104,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.101,icmp-echo-request
0.1,105,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.102,icmp-echo-request
0.1,106,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.103,icmp-echo-request
0.1,107,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.104,icmp-echo-request
0.1,108,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.105,icmp-echo-request
0.1,109,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.106,icmp-echo-request
0.1,110,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.107,icmp-echo-request
0.1,111,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.108,icmp-echo-request
0.1,112,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.109,icmp-echo-request
0.1,113,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.110,icmp-echo-request
0.1,114,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.111,icmp-echo-request
0.1,115,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.112,icmp-echo-request
0.1,116,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.113,icmp-echo-request
0.1,117,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.114,icmp-echo-request
0.1,118,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.115,icmp-echo-request
0.1,119,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.116,icmp-echo-request
0.1,120,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.117,icmp-echo-request
0.1,121,unknown,1,03/07/2000,09:51:38,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.118,icmp-echo-request
0.1,122,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.119,icmp-echo-request
0.1,123,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.120,icmp-echo-request
0.1,124,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.121,icmp-echo-request
0.1,125,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.122,icmp-echo-request
0.1,126,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.123,icmp-echo-request
0.1,127,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.124,icmp-echo-request
0.1,128,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.125,icmp-echo-request
0.1,129,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.126,icmp-echo-request
0.1,130,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.127,icmp-echo-request
0.1,131,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.128,icmp-echo-request
0.1,132,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.129,icmp-echo-request
0.1,133,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.130,icmp-echo-request
0.1,134,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.131,icmp-echo-request
0.1,135,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.132,icmp-echo-request
0.1,136,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.133,icmp-echo-request
0.1,137,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.134,icmp-echo-request
0.1,138,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.135,icmp-echo-request
0.1,139,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.136,icmp-echo-request
0.1,140,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.137,icmp-echo-request
0.1,141,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.138,icmp-echo-request
0.1,142,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.139,icmp-echo-request
0.1,143,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.140,icmp-echo-request
0.1,144,unknown,1,03/07/2000,09:51:39,00:00:00,tcpdump_dmz,tcpdump_dmz,unknown,ipv4-addr,202.77.162.213,ipv4-addr,172.16.115.141,icmp-echo-request
